Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,24.5,24.56999969482422,24.5,24.53499984741211,24.240264892578125,13300
2024-01-03,24.545000076293945,24.545000076293945,24.510000228881836,24.514999389648438,24.220504760742188,79500
2024-01-04,24.549999237060547,24.549999237060547,24.482999801635742,24.514999389648438,24.220504760742188,3600
2024-01-05,24.549999237060547,24.59000015258789,24.51300048828125,24.549999237060547,24.255084991455078,5100
2024-01-08,24.59000015258789,24.600000381469727,24.559999465942383,24.594999313354492,24.299543380737305,5000
2024-01-09,24.600000381469727,24.639999389648438,24.56999969482422,24.56999969482422,24.274845123291016,3200
2024-01-10,24.625,24.625,24.625,24.625,24.32918357849121,100
2024-01-11,24.6299991607666,24.6299991607666,24.6299991607666,24.6299991607666,24.334123611450195,100
2024-01-12,24.655000686645508,24.690000534057617,24.64699935913086,24.674999237060547,24.378582000732422,5400
2024-01-16,24.68000030517578,24.690000534057617,24.645000457763672,24.645000457763672,24.34894371032715,6600
2024-01-17,24.604999542236328,24.639999389648438,24.594999313354492,24.610000610351562,24.31436538696289,1500
2024-01-18,24.65999984741211,24.65999984741211,24.635000228881836,24.635000228881836,24.33906364440918,300
2024-01-19,24.65999984741211,24.65999984741211,24.65999984741211,24.65999984741211,24.3637638092041,100
2024-01-22,24.68400001525879,24.708999633789062,24.641000747680664,24.670000076293945,24.37364387512207,5000
2024-01-23,24.700000762939453,24.700000762939453,24.68400001525879,24.690000534057617,24.393404006958008,500
2024-01-24,24.729999542236328,24.729999542236328,24.69499969482422,24.69499969482422,24.39834213256836,3000
2024-01-25,24.700000762939453,24.700000762939453,24.700000762939453,24.700000762939453,24.403284072875977,200
2024-01-26,24.700000762939453,24.729999542236328,24.700000762939453,24.700000762939453,24.403284072875977,900
2024-01-29,24.71500015258789,24.71500015258789,24.71500015258789,24.71500015258789,24.418102264404297,400
2024-01-30,24.729999542236328,24.729999542236328,24.68400001525879,24.704999923706055,24.408222198486328,1300
2024-01-31,24.739999771118164,24.739999771118164,24.670000076293945,24.702999114990234,24.406246185302734,2800
2024-02-01,24.709999084472656,24.739999771118164,24.709999084472656,24.71500015258789,24.418102264404297,13900
2024-02-02,24.75,24.75,24.68000030517578,24.739999771118164,24.44280242919922,5200
2024-02-05,24.680999755859375,24.729999542236328,24.680999755859375,24.709999084472656,24.413162231445312,900
2024-02-06,24.698999404907227,24.75,24.698999404907227,24.75,24.452682495117188,4900
2024-02-07,24.760000228881836,24.780000686645508,24.729999542236328,24.770000457763672,24.472442626953125,3300
2024-02-08,24.760000228881836,24.770000457763672,24.729999542236328,24.7450008392334,24.447742462158203,2100
2024-02-09,24.770000457763672,24.770000457763672,24.7549991607666,24.7549991607666,24.45762062072754,100
2024-02-12,24.780000686645508,24.780000686645508,24.719999313354492,24.7450008392334,24.447742462158203,1300
2024-02-13,24.690000534057617,24.690000534057617,24.690000534057617,24.690000534057617,24.393404006958008,0
2024-02-14,24.75,24.75,24.690000534057617,24.729999542236328,24.43292236328125,1000
2024-02-15,24.73699951171875,24.73699951171875,24.73699951171875,24.73699951171875,24.439838409423828,100
2024-02-16,24.770000457763672,24.770000457763672,24.735000610351562,24.735000610351562,24.437862396240234,1700
2024-02-20,24.735000610351562,24.770000457763672,24.709999084472656,24.760000228881836,24.462562561035156,19900
2024-02-21,24.719999313354492,24.760000228881836,24.707000732421875,24.760000228881836,24.462562561035156,374300
2024-02-22,24.770000457763672,24.790000915527344,24.73699951171875,24.790000915527344,24.492202758789062,4500
2024-02-23,24.78499984741211,24.819000244140625,24.75,24.809999465942383,24.511960983276367,3800
2024-02-26,24.770000457763672,24.809999465942383,24.770000457763672,24.809999465942383,24.511960983276367,5200
2024-02-27,24.780000686645508,24.81999969482422,24.780000686645508,24.809999465942383,24.511960983276367,3300
2024-02-28,24.790000915527344,24.81999969482422,24.790000915527344,24.790000915527344,24.492202758789062,1200
2024-02-29,24.829999923706055,24.829999923706055,24.770000457763672,24.799999237060547,24.5020809173584,3100
2024-03-01,24.823999404907227,24.850000381469727,24.797000885009766,24.815000534057617,24.51690101623535,1900
2024-03-04,24.799999237060547,24.80500030517578,24.770000457763672,24.80500030517578,24.507020950317383,10200
2024-03-05,24.81999969482422,24.81999969482422,24.80500030517578,24.80500030517578,24.507020950317383,500
2024-03-06,24.802000045776367,24.84000015258789,24.802000045776367,24.815000534057617,24.51690101623535,4000
2024-03-07,24.780000686645508,24.84000015258789,24.780000686645508,24.815000534057617,24.51690101623535,1200
2024-03-08,24.8700008392334,24.8700008392334,24.780000686645508,24.815000534057617,24.51690101623535,700
2024-03-11,24.80500030517578,24.829999923706055,24.80500030517578,24.809999465942383,24.511960983276367,1100
2024-03-12,24.79199981689453,24.850000381469727,24.79199981689453,24.82900047302246,24.530733108520508,6300
2024-03-13,24.825000762939453,24.825000762939453,24.825000762939453,24.825000762939453,24.52678108215332,200
2024-03-14,24.790000915527344,24.84000015258789,24.790000915527344,24.81999969482422,24.521841049194336,10700
2024-03-15,24.84000015258789,24.84000015258789,24.780000686645508,24.815000534057617,24.51690101623535,2800
2024-03-18,24.850000381469727,24.850000381469727,24.832000732421875,24.832000732421875,24.5336971282959,200
2024-03-19,24.799999237060547,24.8799991607666,24.799999237060547,24.84000015258789,24.541601181030273,3600
2024-03-20,24.81999969482422,24.8700008392334,24.81999969482422,24.8700008392334,24.57124137878418,700
2024-03-21,24.864999771118164,24.864999771118164,24.864999771118164,24.864999771118164,24.566301345825195,100
2024-03-22,24.885000228881836,24.90999984741211,24.885000228881836,24.885000228881836,24.586061477661133,300
2024-03-25,24.8799991607666,24.90999984741211,24.878000259399414,24.885000228881836,24.586061477661133,1100
2024-03-26,24.889999389648438,24.90999984741211,24.8799991607666,24.889999389648438,24.590999603271484,2800
2024-03-27,24.579999923706055,24.6200008392334,24.559999465942383,24.604999542236328,24.604999542236328,6700
2024-03-28,24.610000610351562,24.610000610351562,24.59000015258789,24.59000015258789,24.59000015258789,1600
2024-04-01,24.579999923706055,24.604999542236328,24.579999923706055,24.604999542236328,24.604999542236328,1300
2024-04-02,24.559999465942383,24.628000259399414,24.559999465942383,24.600000381469727,24.600000381469727,5700
2024-04-03,24.56999969482422,24.6299991607666,24.56999969482422,24.600000381469727,24.600000381469727,1000
2024-04-04,24.610000610351562,24.610000610351562,24.594999313354492,24.597000122070312,24.597000122070312,1700
2024-04-05,24.6200008392334,24.639999389648438,24.579999923706055,24.600000381469727,24.600000381469727,1800
2024-04-08,24.583999633789062,24.6200008392334,24.583999633789062,24.614999771118164,24.614999771118164,3100
2024-04-09,24.639999389648438,24.649999618530273,24.59000015258789,24.649999618530273,24.649999618530273,1700
2024-04-10,24.59000015258789,24.6200008392334,24.559999465942383,24.594999313354492,24.594999313354492,2400
2024-04-11,24.59000015258789,24.6299991607666,24.56999969482422,24.614999771118164,24.614999771118164,3700
2024-04-12,24.579999923706055,24.579999923706055,24.559999465942383,24.579999923706055,24.579999923706055,2700
2024-04-15,24.59000015258789,24.600000381469727,24.549999237060547,24.56999969482422,24.56999969482422,1800
2024-04-16,24.549999237060547,24.600000381469727,24.549999237060547,24.577999114990234,24.577999114990234,2500
2024-04-17,24.56999969482422,24.600000381469727,24.56999969482422,24.579999923706055,24.579999923706055,1500
2024-04-18,24.600000381469727,24.600000381469727,24.56999969482422,24.579999923706055,24.579999923706055,2000
2024-04-19,24.579999923706055,24.579999923706055,24.579999923706055,24.579999923706055,24.579999923706055,400
2024-04-22,24.584999084472656,24.6299991607666,24.584999084472656,24.6299991607666,24.6299991607666,500
2024-04-23,24.65999984741211,24.68000030517578,24.655000686645508,24.655000686645508,24.655000686645508,900
2024-04-24,24.6200008392334,24.65999984741211,24.6200008392334,24.65999984741211,24.65999984741211,4500
