Date,Open,High,Low,Close,Adj Close,Volume
2023-02-07,24.989999771118164,25.329999923706055,24.851999282836914,25.270000457763672,25.016021728515625,35900
2023-02-08,25.260000228881836,25.260000228881836,25.0,25.049999237060547,24.79823112487793,47300
2023-02-09,25.34000015258789,25.34000015258789,24.81999969482422,24.889999389648438,24.63983917236328,36000
2023-02-10,24.8700008392334,24.969999313354492,24.77899932861328,24.959999084472656,24.709136962890625,27100
2023-02-13,25.049999237060547,25.235000610351562,25.0,25.202999114990234,24.94969367980957,18600
2023-02-14,25.200000762939453,25.408000946044922,25.030000686645508,25.270999908447266,25.017011642456055,18300
2023-02-15,25.15999984741211,25.319000244140625,25.049999237060547,25.299999237060547,25.045719146728516,18800
2023-02-16,25.110000610351562,25.270000457763672,25.0,25.0,24.748735427856445,14800
2023-02-17,24.969999313354492,24.969999313354492,24.770000457763672,24.89699935913086,24.646770477294922,20900
2023-02-21,24.780000686645508,24.780000686645508,24.440000534057617,24.461000442504883,24.215152740478516,16600
2023-02-22,24.489999771118164,24.56999969482422,24.408000946044922,24.408000946044922,24.16268539428711,7300
2023-02-23,24.6299991607666,24.6299991607666,24.389999389648438,24.555999755859375,24.30919647216797,2600
2023-02-24,24.34000015258789,24.406999588012695,24.243000030517578,24.406999588012695,24.16169548034668,7100
2023-02-27,24.65999984741211,24.65999984741211,24.447999954223633,24.46299934387207,24.217132568359375,4700
2023-02-28,24.8799991607666,24.8799991607666,24.475000381469727,24.475000381469727,24.22901153564453,3000
2023-03-01,24.5,24.516000747680664,24.399999618530273,24.454999923706055,24.209213256835938,3800
2023-03-02,24.360000610351562,24.638999938964844,24.316999435424805,24.638999938964844,24.3913631439209,2100
2023-03-03,24.799999237060547,24.969999313354492,24.690000534057617,24.93199920654297,24.68141746520996,3300
2023-03-06,25.020000457763672,25.040000915527344,24.843000411987305,24.843000411987305,24.593313217163086,4300
2023-03-07,24.899999618530273,24.899999618530273,24.514999389648438,24.514999389648438,24.26861000061035,1800
2023-03-08,24.59000015258789,24.59000015258789,24.459999084472656,24.486000061035156,24.239900588989258,3400
2023-03-09,24.8700008392334,24.8700008392334,24.045000076293945,24.045000076293945,23.803333282470703,4100
2023-03-10,24.079999923706055,24.079999923706055,23.615999221801758,23.615999221801758,23.378644943237305,6200
2023-03-13,23.0,23.618999481201172,23.0,23.389999389648438,23.154916763305664,4900
2023-03-14,23.670000076293945,23.739999771118164,23.475000381469727,23.645999908447266,23.408344268798828,2500
2023-03-15,23.170000076293945,23.18000030517578,22.934999465942383,23.040000915527344,22.808435440063477,4000
2023-03-16,23.184999465942383,23.475000381469727,23.184999465942383,23.475000381469727,23.239063262939453,1500
